33
2.4498 0
-0.024971 0.039244
-0.27576 -0.051338
0.042211 -0.03365
0.064603 0.029605
-0.029296 0.016735
-0.020396 -0.020171
0.018147 -0.0060646
0.0056773 0.013396
-0.011248 0.00081264
-0.00038811 -0.00839
0.0065741 0.0014001
-0.0016593 0.0049288
-0.0038066 -0.002077
0.0019303 -0.0026683
0.0018156 0.002011
-0.001897 0.001242
-0.00085076 -0.001663
0.0013596 -0.00041218
7.3404e-05 0.0012267
-0.0010949 -4.8501e-05
9.7008e-05 -0.00084031
0.00059039 0.00024735
-0.00036879 0.00051066
-0.00045932 -0.00031918
0.00024037 -0.00028425
0.00011768 0.00029324
-0.00034605 0.00011324
-0.00013379 -0.00024955
0.00014113 -2.4414e-05
-8.3891e-05 0.00017539
-0.00022088 -4.0912e-05
-2.0057e-05 -0.00012716
